Date, Revenue 
2018-09-28," $5,891.52 "
2018-09-29," $4,782.38 "
2018-09-30," $6,305.31 "
2018-10-01," $7,656.13 "
2018-10-02," $7,275.55 "
2018-10-03," $7,097.06 "
2018-10-04," $10,885.56 "
2018-10-05," $6,737.54 "
2018-10-06," $4,544.85 "
2018-10-07," $4,792.65 "
2018-10-08," $6,751.21 "
2018-10-09," $16,079.73 "
2018-10-10," $6,518.09 "
2018-10-11," $13,991.88 "
2018-10-12," $4,860.09 "
2018-10-13," $1,721.65 "
2018-10-14," $2,106.53 "
2018-10-15," $10,929.39 "
2018-10-16," $5,986.86 "
2018-10-17," $5,541.86 "
2018-10-18," $6,182.05 "
2018-10-19, $-   
2018-10-20," $1,118.60 "
2018-10-21," $2,957.45 "
2018-10-22," $8,689.36 "
2018-10-23," $6,489.61 "
2018-10-24," $5,818.74 "
2018-10-25," $4,410.90 "
2018-10-26," $3,851.88 "
2018-10-27, $-   
2018-10-28," $1,644.85 "
2018-10-29," $4,670.35 "
2018-10-30," $6,428.85 "
2018-10-31," $1,962.69 "
